nom,vi
史臣吳士連曰裕宗因溺嬰疾𡸈不知其無嗣耶日禮優人之子𡸈不知其非,sử thần ngô sĩ liên viết dụ tông nhân nịch anh tật há bất tri kì vô tự da nhật lễ ưu nhân chi tử há bất tri kì phi
夏五月賊入南界海門襲擊,hạ ngũ nguyệt tặc nhập nam giới hải môn tập kích
等為提調監試,đẳng vi đề điệu giám thí
牢 女 怍 局 𠁀 倍,sao nỡ sợ cuộc đời vội
令旨乂安處南河諸縣社民人有以堅義功祇受勑命止復其身,lệnh chỉ nghệ an xứ nam hà chư huyện xã dân nhân hữu dĩ kiên nghĩa công chỉ thụ sắc mệnh chỉ phục kì thân
恩詔普施新雨露炎封永莫舊山川,ân chiếu phổ thi tân vũ lộ viêm phong vĩnh mạc cựu sơn xuyên
帝又止之夜與夫人微行如嗣慶軍值天明次于安沿縣将軍黎覔家會自慶将王黎領舟師來迎,đế hựu chỉ chi dạ dữ phu nhân vi hành như tự khánh quân trị thiên minh thứ vu an duyên huyện tướng quân lê mịch gia hội tự khánh tương vương lê lĩnh chu sư lai nghênh
彦軍既󰱐全捷一󰁮連勝两陣軍士歡喜凱還京師觧納莫敬章于闕下,ngạn quân ký hoạch toàn tiệp nhất cử liên thắng lưỡng trận quân sĩ hoan hỉ khải hoàn kinh sư giải nộp mạc kính chương vu khuyết hạ
必要,tất yếu
云仙自󰘌月娥,vân tiên từ cách nguyệt nga
哀牢又以明人相約腹背交攻我軍多傷死,ai lao hựu dĩ minh nhân tương ước phục bội giao công ngã quân đa thương tử
師鑠有僚等出奇兵逐之,sư thước hữu liêu đẳng xuất kì binh trục chi
有善帝二字,hữu thiện đế nhị tự
耽𬂙濫女碑𥹰㐌𤶐,đắm trông trộm nhớ bây lâu đã chồn
皆在清潭縣紅梅社,giai tại thanh đàm huyện hồng mai xã
情深𣷷惨𨔍調,tình thâm biển thảm lạ điều
竹不足以書其惡,trúc bất túc dĩ thư kì ác
兹聞令催清華處各縣社逐項選益另兵,tư văn lênh thôi thanh hoa xứ các huyện xã trục hạng tuyển ích lánh binh
𡄎 身 荣 𩔰 㐌 仃,ngẫm thân vinh hiển đã đành
崔聚黄福引眾強進,thôi tụ hoàng phúc dẫn chúng cưỡng tiến
唒 肝 鉄 𥒥 拱 停 朱 衝,dẫu gan sắt đá cũng đành cho xong
軍伍,quân ngũ
三月慶善候鈌名卒,tam nguyệt khánh thiện hầu khuyết danh tốt
數厚斂其民矯言修貢實盡自入,sổ hậu liễm kì dân kiểu ngôn tu cống thực tận tự nhập
至是命舍人往大臣家文臣家觀其虚實見黎挺之阮宗鷟阮履光并翰林檢討吳綏監察御史陳頊等五人妻子並回本貫,chí thị mệnh xá nhân vãng đại thần gia văn thần gia quan kì hư thực kiến lê đĩnh chi nguyễn tông thốc nguyễn lí quang tịnh hàn lâm kiểm thảo ngô tuy giám sát ngự sử trần húc đẳng ngũ nhân thê tử tịnh hồi bản quán
陛下繼有成業可留心學術勤於求賢以圖治功,bệ hạ kế hữu thành nghiệp khả lưu tâm học thuật cần ư cầu hiền dĩ đồ trị công
惜台𢚸𤟛康匕,tiếc thay lòng thỏ khăng khăng
路府州縣,lộ phủ châu huyện
倍𨖅園翠𪭴󰑼,vội sang vườn thuý dò la
帝命户部右侍郎黎挺之同科󰱑等官勘庯舍市肆某人由在本家某人妻子已回本貫令加禁止法重嚴謹難於舉動手足,đế mệnh hộ bộ hữu thị lang lê đĩnh chi đồng khoa đài đẳng quan khám phố xá thị tứ mỗ nhân do tại bản gia mỗ nhân thê tử dĩ hồi bản quán lệnh gia cấm chỉ pháp trọng nghiêm cẩn nan ư cử động thủ túc
仍 䀡 骨 格 沕 群 風 光,nhưng xem cốt cách vẫn còn phong quang
黎居仁卒,lê cư nhân tốt
洒𦋦㐌泣渗𠓨㐌溇,tưới ra đã khắp thấm vào đã sâu
昌枚性㐌𢷀𤷱,xương mai tính đã rũ mòn
十五日二帝󰥭謁龍興諸陵,thập ngũ nhật nhị đế bái yết long hưng chư lăng
雲集熊羆之士皷行蛇豕之區,vân tập hùng bi chi sĩ cổ hành xà thỉ chi khu
傷爲湿重爲才,thương vì nết trọng vì tài
郡上主玉璽封安郡上主玉琰封陽郡上主惟幼女三歳未封,quận thượng chủ ngọc tỉ phong an quận thượng chủ ngọc diễm phong dương quận thượng chủ duy ấu nữ tam tuế vị phong
九月明遣正,cửu nguyệt minh khiển chính
叔獻遣使乞罷兵献二十隊純銀兜𮢶及孔雀毦仍吏反以孔雀毛爲飭也,thúc hiến khiển sứ khất bãi binh hiến nhị thập đội thuần ngân đâu tạc cập khổng tước nhị nhị nhưng lại phiên dĩ khổng tước mao vi sức dã
諱日尊太宗長子也其母金天太后枚氏初夢月入懷因有娠以順天十四年癸亥二月二十五日生于龍德宮天成元年󰀋爲東宫太子太宗崩遂登太寳在位十七年壽五十歲崩于會僊殿,huý nhật tôn thái tông trưởng tử dã kì mẫu kim thiên thái hậu mai thị sơ mộng nguyệt nhập hoài nhân hữu thần dĩ thuận thiên thập tứ niên quý hợi nhị nguyệt nhị thập ngũ nhật sinh vu long đức cung thiên thành nguyên niên sách vi đông cung thái tử thái tông băng toại đăng thái bảo tại vị thập thất niên thọ ngũ thập tuế băng vu hội tiên điện
身牢𡗉浽不平,thân sao nhiều nỗi bất bằng
𠳒𡥵𠸕吏󰜋𠄩,lời con dặn lại một hai
𧵑信噲𠬠𪨀尼爫𥱬,của tin gọi một chút này làm ghi
我國家自經兵燹英才秋葉俊士晨星太祖立國之初首興學校祠孔子以太牢其崇重至矣,ngã quốc gia tự kinh binh tiển anh tài thu diệp tuấn sĩ thần tinh thái tổ lập quốc chi sơ thủ hưng học hiệu từ khổng tử dĩ thái lao kì sùng trọng chí hĩ
共神眉𤽸共坊楼撑,cũng thần mày trắng cũng phường lầu xanh
二十七日二帝車駕還京師〇,nhị thập thất nhật nhị đế xa giá hoàn kinh sư 
浪𤾓𠄼拱自低,rằng trăm năm cũng từ đây
大越史記本紀實録卷之十三,đại việt sử ký bản kỷ thực lục quyển chi thập tam
合格者得五十五名,hợp cách giả đắc ngũ thập ngũ danh
初三日帝命定郡公馮鎮延興伯鄭孔昭富祿伯鄭萼提領官軍討之戰數不勝,sơ tam nhật đế mệnh định quận công phùng trấn diên hưng bá trịnh khổng chiêu phú lộc bá trịnh ngạc đề lĩnh quan quân thảo chi chiến sổ bất thắng
考官盟誓自此始,khảo quan minh thệ tự thử thuỷ
負旁之貝化工,phũ phàng chi mấy hoá công
九月以何德鄰為行遣左司〇,cửu nguyệt dĩ hà đức lân vi hành khiển tả ti 
内人侍侯副掌陶表死之,nội nhân thị hầu phó chưởng đào biểu tử chi
沛弓𣈙㐌𢜝磐𣛠弓,phải cung rày đã sợ bàn mấy cung
水無有生者例係是天黄未派免刺面,thuỷ vô hữu sinh giả lệ hệ thị thiên hoàng vị phái miễn thích diện
襄翼帝諱瀠又諱晭聖宗之孫建王鑌之弟二子也在位八年壽二十四為權臣鄭惟㦃所弑塟元陵慎罸亦足以有爲也帝即位之初敷敎優游不󰠣土木紛紜小民失業盗賊滋起馴𦤶危亡實由於此,tương dực đế huý doanh hựu huý trừu thánh tông chi tôn kiến vương tân chi đệ nhị tử dã tại vị bát niên thọ nhị thập tứ vị quyền thần trịnh duy sản sở thí táng nguyên lăng thận phạt diệc túc dĩ hữu vi dã đế tức vị chi sơ phu giáo ưu du bất đoán thổ mộc phân vân tiểu dân thất nghiệp đạo tặc tư khởi thuần trí nguy vong thực do ư thử 
秋七月二十二日改元天應政平元年〇,thu thất nguyệt nhị thập nhị nhật cải nguyên thiên ứng chính bình nguyên niên 
󰠵戈水秀山岐,trải qua thủy tú sơn kỳ
別兜荫冷別兜𠮾𫬍,biết đâu ấm lạnh biết đâu ngọt bùi
催 推 庒 爫 之,thôi suy chẳng làm chi
木𣆭率都督陳濬等攻城之東南,mộc thạnh suất đô đốc trần tuấn đẳng công thành chi đông nam
夏四月朔上皇崩于萬壽宫,hạ tứ nguyệt sóc thượng hoàng băng vu vạn thọ cung
府州縣官期以明年正月一日到京朝覲不問正佐但在任年深者󰅾首領官吏同去,phủ châu huyện quan kì dĩ minh niên chính nguyệt nhất nhật đáo kinh triều cận bất vấn chính tá đản tại nhiệm niên thâm giả đái thủ lĩnh quan lại đồng khứ
𢬣捞渃𬑉阻𦋦,tay lau nước mắt trở ra
問黎察爲司馬上将黎盃爲少尉仍戒之曰職爵已髙夙也匪懈無得慢志而廢功賜傘各一柄,vấn lê sát vi tư mã thượng tướng lê bôi vi thiếu uý nhưng giới chi viết chức tước dĩ cao túc dạ phỉ giải vô đắc mạn chí nhi phế công tứ tản các nhất bính
𨕭 𡽫 徐 式 修 仙,trên non từ thức tu tiên
𦓿 𢶢 雪 吟 隊 景,cày chống tuyết ngâm đòi cảnh
挺之曳而裂之,đĩnh chi duệ nhi liệt chi
沙机𠬠丿𧼋𣦍,sa cơ một phút chạy ngay
㐌 欺 咶 喯 吏 干 杜 停,đã khi thét mắng lại cơn dõ dành
娘它𢀲𢜝用淶𡗋蕃,nàng đà lớn sợ rụng rời lắm phen
航空,hàng không
㐌生𦋦數龍冬,đã sinh ra số long đong
而記志猶有未僃義例猶有未當文字猶有未安讀者不能無憾焉,nhi kí chí do hữu vị bị nghĩa lệ do hữu vị thường văn tự do hữu vị an độc giả bất năng vô hám yên
春秋別㐌对咍󰋇吝,xuân thu biết đã đổi thay mấy lần
𤾓調唉㨿𬂙𠓨𠬠些,trăm điều hãy cứ trông vào một ta
帝戲之曰膽聲󰱏相近彼少牢得大膽者盖示我以少勞而得大󰱏樂之徵也,đế hí chi viết đảm thanh đam tương cận bỉ thiếu lao đắc đại đảm giả cái thị ngã dĩ thiếu lao nhi đắc đại đam lạc chi trưng dã
二十二日臚傳進士梁世榮等名頒恩命命禮官捧黄榜揭於東華門外以示多士,nhị thập nhị nhật lô truyền tiến sĩ lương thế vinh đẳng danh ban ân mệnh mệnh lễ quan bổng hoàng bảng yết ư đông hoa môn ngoại dĩ thị đa sĩ
別包𧊉也蜂淶,biết bao bướm lả ong lơi
迻 信 螉 𧊉 朱 𢞂 𢚸,đưa tin ong bướm cho buồn lòng
埮棱𨀈湿𨀈高駭䧺,dặm rừng bước thấp bước cao hãi hùng
閏六月右都督全郡公鄭梯卒,nhuận lục nguyệt hữu đô đốc toàn quận công trịnh đệ tốt
姉 㛪 妯 處 朱 和,chị em dâu xử cho hoà
帝𭛁金山并六宫妃嬪幸金甌寺晚駐飛來寺觀𧡟舟幸顯仁殿又幸盛美殿,đế phát kim sơn tịnh lục cung phi tần hạnh kim âu tự vãn trú phi lai tự quan quan chu hạnh hiển nhân điện hựu hạnh thịnh mĩ điện
大司徒黎察等見其多殺心难之帝以問承旨阮廌廌對曰法令不如仁義亦明矣,đại tư đồ lê sát đẳng kiến kì đa sát tâm nạn chi đế dĩ vấn thừa chỉ nguyễn trãi trãi đối viết pháp lệnh bất như nhân nghĩa diệc minh hĩ
祖德有奏云蠻離蠻戎等村原,tổ đức hữu tấu vân man li man nhung đẳng thôn nguyên
八月張輔沐𣆭班師留都司吕疑尙書黄福鎮守,bát nguyệt trương phụ mộc thạnh ban sư lưu đô ti lữ nghi thượng thư hoàng phúc trấn thủ
地願内屬稱藩歲頒大統曆日補足逆年貢物委身恭順,địa nguyện nội thuộc xưng phiên tuế phân đại thống lịch nhật bổ túc nghịch niên cống vật uỷ thân cung thuận
辛酉三年明熹宗啓元年,tân dậu tam niên minh hi tông khải nguyên niên
通書史及諸技術潜有奪嫡之心,thông thư sử cập chư kĩ thuật tiềm hữu đoạt đích chi tâm
起萬壽殿以爲朝會之所,khởi vạn thọ điện dĩ vi triều hội chi sở
以參從范公著爲吏部尙書陪從陳登選爲户部尙書阮能紹爲禮部尙書武惟志爲兵部尙書潘兼全爲刑部尙書,dĩ tham tụng phạm công trứ vi lại bộ thượng thư bồi tụng trần đăng tuyển vi hộ bộ thượng thư nguyễn năng thiệu vi lễ bộ thượng thư vũ duy chí vi binh bộ thượng thư phan kiêm toàn vi hình bộ thượng thư
詔功臣年八十者皆賜几杖入朝,chiếu công thần niên bát thập giả giai tứ kỷ trượng nhập triều
𢩽窻吔体楚卿蹥𠓨,đẩy song đã thấy sở khanh lẻn vào
黎文休曰先皇以過人之才明盖世之勇畧當我越無主羣䧺割㨿之時一舉而十二使君盡服,lê văn hưu viết tiên hoàng dĩ quá nhân chi tài minh cái thế chi dũng lược đương ngã việt vô chủ quần hùng cát cứ chi thời nhất cử nhi thập nhị sứ quân tận phục
陛下業荗中興功光前烈緝熙聖𭓇而涵泳道源皷舞化機而作新文治,bệ hạ nghiệp mậu trung hưng công quang tiền liệt tập hi thánh học nhi hàm vịnh đạo nguyên cổ vũ hoá cơ nhi tác tân văn trị
緘令其家属三十六人先死藏屍於坎中縱火自焚死,giám lệnh kì gia thuộc tam thập lục nhân tiên tử tàng thi ư khảm trung túng hoả tự phần tử
丁巳天祐元年莫光寶四年明嘉靖三十六年莫以謙王敬典兼宗人府宗人令,đinh tị thiên hựu nguyên niên mạc quang bảo tứ niên minh gia tĩnh tam thập lục niên mạc dĩ khiêm vương kính điển kiêm tông nhân phủ tông nhân lệnh
沔北,miền bắc
民命政事簿書獄訟要處置得宜不得徇,dân mệnh chính sự bạ thư ngục tụng yếu xứ trí đắc nghi bất đắc tuẫn
丸 飭 𧗱 各 廊,hoàn sức về các làng
一二三項各具三月粮以僃侵掠清華,nhất nhị tam hạng các cụ tam nguyệt lương dĩ bị xâm lược thanh hoa
雖強弱時或不同而豪傑世未嘗乏,tuy cường nhược thời hoặc bất đồng nhi hào kiệt thế vị thường phạp
分聽二畝以下至一𤱈,phân thính nhị mẫu dĩ hạ chí nhất mẫu
丙戌建中二年宋寳慶二年春正月󰀋昭皇為皇后改昭聖封陳守度為太師綂國行軍務征討事,bính tuất kiến trung nhị niên tống bảo khánh nhị niên xuân chính nguyệt sách chiêu hoàng vi hoàng hậu cải chiêu thánh phong trần thủ độ vi thái sư thống quốc hành quân vụ chinh thảo sự
情緣󰀎合散尼,tình duyên ấy hợp tan này
欽頒勅旨旦尼伶伶,khâm ban sắc chỉ đến nơi rành rành
旨准推恩武班陞次,chỉ chuẩn thôi ân vũ ban thăng thứ
於是尤加意農事手勑承憲府縣官廵行勸課築堤防濬畎澮立田界以僃水旱,ư thị vưu gia ý nông sự thủ sắc thừa hiến phủ huyện quan tuần hành khuyến khoá trúc đê phòng tuấn quyến quái lập điền giới dĩ bị thuỷ hạn
帝駐俱占之日明憲王蔚太宗季子在營談辨簧惑軍情,đế trú câu chiêm chi nhật minh hiến vương uất thái tông quý tử tại doanh đàm biện hoàng hoặc quân tình
癸未四年明天順七年,quý mùi tứ niên minh thiên thuận thất niên 
爫 詞 甘 結,làm tờ cam kết
轉内外文武官,chuyển nội ngoại văn võ quan
丈 夫 坤 𨤰 𥠭 𠊚 常,trượng phu khôn lẽ giống người thường
玉鐄錦纀差官説降,ngọc vàng gấm vóc sai quan thuyết hàng
總領事,tổng lãnh sự
继今各衛門吏奉差勑旨大事用大方紙小事用小方紙並用一張不得釘󰀋,kế kim các vệ môn lại phụng sai sắc chỉ đại sự dụng đại phương chỉ tiểu sự dụng tiểu phương chỉ tịnh dụng nhất trương bất đắc đính sách
原人襲宋軍于厓山,nguyên nhân tập tống quân vu nhai sơn
