nom,vi
先使人觀虚實宣揚威德以震動其心既而土郡兵逼進殺梁龍降者數萬人,ê ử â  ư ự ê ươ  đứ ĩ ấ độ ì â ý  ổ ậ  ứ ế á ươ  à ả ổ ạ â
甲子漢中平元年,á í á  ì ê ê
州人屯兵執刺史周喁殺之遣人請闕數喁罪狀,â â đồ  ấ ứ ử   á  ể â ỉ ế ổ  ộ ạ
漢帝聞之詔精選能吏,á đế ă  ế  ể ă ạ
有司進東郡聊城人賈琮以爲刺史,ữ  ế đô ậ ê à â ả ô ĩ  ứ ử
琮初爲御史,ô ơ  ự ử
先是爲刺史者以,ê ị  ứ ử ả ĩ
其地有明珠翠羽犀象玳瑁異香美材之物率無清行財計盈給輙求遷代故吏民皆叛之,ì đị ữ  â ý ũ ê ượ đồ ồ ị ươ ĩ à  ậ ấ ô  à à ể  ấ ế ầ ê đạ ố ạ â  ả 
及琮到部訊其叛狀僉曰前政賦歛深刻百姓莫不困乏京師遙遠無所告訴民不聊生故相聚以拒之非真叛也,ậ ô đá ộ ấ ì ả ạ ê ế ề í ú ễ â ắ á í ạ ấ ố ạ  ư  ễ ô ở á ố â ấ ê  ố ươ ụ ĩ ự   â ả ã
琮乃遣人分行慰諭使各安其業招撫流亡蠲復賦歛,ô ã ể â â à ý ụ ử á  ì ệ ê ủ ư  ê ụ ú ễ
於是誅爲苛虐之魁首者簡良吏守諸郡縣,ư ị   à ượ  ô ủ ả ả ươ ạ ú ư ậ ệ
百姓以安街巷爲之歌曰賈父來晚使我先反,á í ĩ   ạ    ế ả ụ  ã ử ã ê ả
今見清平不敢復反, ế  ì ấ ả ụ ả
琮任事三年徵拜議郎使李進代之李進我交州人,ô ệ ự  ê ư á ị  ử í ế đạ  í ế ã  â â
丙寅漢中平三年,í ầ á  ì  ê
黎文休曰觀史至我越無主之時爲北人刺史之無清行者所困,ê ă ư ế  ử í ã ệ ô ủ  ờ ị ắ â ứ ử  ô  à ả ở ố
北京地遠無所告訴不覺愧感父集翼見精誠如後唐明宗時焚香祝天願天爲我越早生聖人自帝其國以免北人之侵漁者也,ắ  đị ễ ô ở á ố ấ á ý ả ụ ậ ụ ế  à ư ậ đườ  ô ờ ầ ươ ú ê ệ ê  ã ệ ả  á â ự đế ì ố ĩ ễ ắ â  â ư ả ã
右属于漢自癸卯至丙寅凣一百四十四年,ữ ộ  á ự ý ã í í ầ à ấ á ứ ậ ứ ê
士王紀,ĩ ươ ỷ
士王在位四十年壽九十年王寬厚謙虚人心愛戴保全越之地以當三國之強既明且智足称賢君,ĩ ươ ạ ị ứ ậ ê ọ ử ậ ê ươ  ậ ê ư â â á đá ả à ệ  đị ĩ đươ  ố  ườ ý  ả í ú ư ề â
姓士諱燮字彦威蒼梧廣信人也,í ĩ ý ế ự ạ  ươ ô ả í â ã
其先魯國汶陽人也北朝王莽之亂避地于我越六世至王,ì ê ỗ ố ấ ươ â ã ắ ề ươ ã  ạ ị đị  ã ệ ụ ế í ươ
父賜漢桓帝時爲日南太守,ụ ứ á à đế ờ  ậ  á ú
王少游學漢京從穎川劉子奇治左氏春秋爲注解舉孝廉補尙書郎以公事免官父䘮闋音鈌盡也後舉荗才除巫陽令遷交州太守封龍度亭侯都󰱋漊漊一作樓,ươ ế  ọ á  ò ĩ ê ư ử ì ị ả ị â   ú ả ử ế ê ổ ượ ư  ĩ ô ự ễ  ụ  ế â ế ậ ã ậ ử ậ à ừ  ươ ệ ê  â á ú   độ đì ầ đô  â â ấ á â
即龍編後陳朝追封善感嘉應靈武大王,ứ  ê ậ ầ ề   ệ ả  ứ  ũ đạ ươ
丁卯元年漢中平四年王有第三人一鮪武,đ ã ê ê á  ì ứ ê ươ ữ đệ  â ấ ị ũ
時刺史朱,ờ ứ ử 
符爲夷賊所殺州郡擾亂王乃表一領合浦太守鮪領九真太守武領南海太守,ù ị  ặ ở á â ậ ễ ạ ươ ã ể ấ ĩ ợ ố á ú ị ĩ ử â á ú ũ ĩ  ả á ú
王噐禮寬厚謙虚下士國人愛之皆呼曰王,ươ í ễ  ậ ê ư ạ ĩ ố â á   ô ế ươ
漢之名士避難往依者以百數,á   ĩ ị ạ ã  ả ĩ á ổ
庚辰十四年漢献帝恊刺史李進上言於漢帝曰率土之濱莫非王臣今建安五年, ì ậ ứ ê á ế đế ệ ứ ử í ế ượ ô ư á đế ế ấ ổ  â ạ  ươ ầ  ế  ũ ê
登仕朝廷皆中州之士未嘗奬勸遠人,đă ĩ ề đì   â  ĩ ị ườ ưở ế ễ â
辭意感切多所援引,ừ ý ả ế đ ở ệ ẫ
漢帝詔我州之有孝廉荗才許除補属州長吏不得任中州,á đế ế ã â  ữ ế ê ậ à ứ ừ ổ ộ â ưở ạ ấ đắ ậ  â
進復上疏曰所舉孝廉請與十二州博士以人才專對,ế ụ ượ ớ ế ở ử ế ê ỉ ữ ậ ị â á ĩ ĩ â à ê đố
而有司恐遠人虚誕毀折中朝不許, ữ  ủ ễ â ư đả ỷ ế  ề ấ ứ
時我越人李琴宿衛在臺遂邀鄕人卜龍等五六人當正元萬國朝會之目俯伏殿庭曰皇恩不均,ờ ã ệ â í ầ ú ệ ạ đà ạ ê ươ â ố  đẳ ũ ụ â đươ í ê ạ ố ề ộ  ụ ủ ụ đệ đì ế à â ấ â
有司問其故琴曰南越遷遠不爲皇天所覆后土所載故甘雨不降凉風不飛,ữ  ấ ì ố ầ ế  ệ ê ễ ấ  à ê ở ú ậ ổ ở ả ố  ũ ấ á ươ  ấ 
辭意懇苦,ừ ý ẩ ổ
詔慰勞之以我荗才一人爲夏陽令孝廉一人爲六合令琴交州人後李琴仕至司隷校尉張重爲金城太守,ế ý ạ  ĩ ã ậ à ấ â  ạ ươ ệ ế ê ấ â  ụ ợ ệ ầ  â â ậ í ầ ĩ í ư ệ ệ ý ươ ọ   à á ú
則我越人才得與漢人同選者李琴李進有以開之也,ắ ã ệ â à đắ ữ á â đồ ể ả í ầ í ế ữ ĩ   ã
重日南人初入洛正旦大會晋明帝曰日南北視日耶重對曰今郡中有雲者不必有其實至於風氣暄暖日影仰於生民之,ọ ậ  â ơ ậ ạ í đá đạ ộ ấ  đế ế ậ  ắ ị ậ  ọ đố ế  ậ  ữ â ả ấ ấ ữ ì ự í ư  í ê ã ậ ả ưỡ ư  â 
上則有之矣按宋文帝元嘉中南征林邑五月立表望之日在表北九寸一分交州影在表南三寸三分交州去洛水六七千餘里表取其絃直當下千里唐開元十二年測交州夏至影在表南三寸三分與元嘉所測同王充論衡曰日南郡去洛且萬里爲日南李筌曰安南府至長安七千二百五十里孟琯云以四方揆之安南適當中國表地耳,ượ ắ ữ  ĩ á ố ă đế ê     â ấ ũ ệ ậ ể ọ  ậ ạ ể ắ ử ố ấ â  â ả ạ ể   ố  â  â ứ ạ ỷ ụ ấ ê ư í ể ủ ì ề ự đươ ạ ê í đườ  ê ậ ị ê ắ  â ạ í ả ạ ể   ố  â ữ ê  ở ắ đồ ươ  ậ à ế ậ  ậ ứ ạ ả ạ í  ậ  í ê ế   ủ í ườ  ấ ê ị á ũ ậ í ạ ả â ĩ ứ ươ ỹ    í đươ  ố ể đị ĩ
史臣吳士連曰君子於辭不可已也,ử ầ ô ĩ ê ế â ử ư ừ ấ ả ĩ ã
昔𩱛蔑如無辭則終與草木俱腐矣,í ô ệ ư ô ừ ắ  ữ ả ộ ụ ủ ĩ
李琴苟無辭何以見用於世而我越英特之才北人安得而知之哉辭之不可已也如此夫,í ầ ẩ ô ừ à ĩ ế ụ ư ế  ã ệ  đặ  à ắ â  đắ     ừ  ấ ả ĩ ã ư ử ù
雖然此特爲人才論若顔閔則無是言矣, ê ử đặ  â à ậ ượ  ẫ ắ ô ị ô ĩ
丁亥二十一年漢建安十二年,đ ợ ị ậ ấ ê á ế  ậ ị ê
漢袁徽遺尙書令荀彧書曰交州士府君既學問優博又達於從政處大亂之中保全一郡二十餘年彊場無事民不失業羈旅之徒皆蒙其慶雖竇融保河西曷以加之,á ê   ượ ư ệ â ú ư ế  â ĩ ủ â ý ọ ấ ư á ự đạ ư ò í ử đạ ạ   ả à ấ ậ ị ậ ư ê ườ ườ ô ự â ấ ấ ệ ý ữ  đồ  ô ì á  đậ  ả à â ạ ĩ  
官事少閑輙玩書傳, ự ể à ế ạ ư ệ
春秋左氏傳凣簡籍無徵輙以咨問即傳諸疑皆有師説意思詳密,â  ả ị ệ à ả ị ô ư ế ĩ ư ấ ứ ệ ư   ữ ư ế ý ư ườ ậ
又尙書古今大義詳備,ự ượ ư ổ  đạ ĩ ườ ị
兄弟並爲列郡雄長一州偏在萬里威尊無上, đệ ị  ệ ậ ù ưở ấ â ê ạ ạ í  ô ô ượ
出入鳴鍾磬備具威儀笳皷箫吹車騎满道胡人夾轂焚香者常有數十妻妾居輜軿子弟從,ấ ậ   á ị ụ   à ổ ê   ị ã đạ ồ â á ố ầ ươ ả ườ ữ ổ ậ ê ế ư  ỉ ử đệ ò
兵騎當時貴重震服百蠻尉佗不能逾也, ị đươ ờ ý ọ ấ ụ á  ý đà ấ ă  ã
徽時寓交州, ờ ụ  â
及漢帝遣張津爲刺史津守任在漢津建安六年,ậ á đế ể ươ â  ứ ử â ú ệ ạ á â ế  ụ ê
好鬼神事常著絳鄚頭巾皷琴燒香讀道書云可以助化爲其將區景所殺而荆州牧劉表遣零陵令賴恭代津,ế ỷ ầ ự ườ ữ á ạ đầ â ổ ầ ê ươ độ đạ ư â ả ĩ ợ á ị ì ướ  ả ở á   â ụ ư ể ể  ă ệ ạ  đạ â
漢帝聞津死賜王玺書曰交州絶域南󰅾江海上恩不宣下義壅塞如逆賊劉表又遣賴恭窺看南土今以卿爲綏南中郎將董督七郡領交州太守如故,á đế ă â ử ứ ươ ỉ ư ế  â ệ ự  đá  ả ượ â ấ ê ạ ĩ  ắ ư ị ặ ư ể ự ể ạ   á  ổ  ĩ       ướ đổ đố ấ ậ ĩ  â á ú ư ố
王遣吏張旻奉貢請漢京都,ươ ể ạ ươ â ụ ố ỉ á  đô
是時天下䘮亂道路斷絶而王不廢職貢,ị ờ ê ạ  ạ đạ ộ đạ ệ  ươ ấ ế ứ ố
漢帝復下詔拜安遠,á đế ụ ạ ế á  ễ
將軍封龍度亭侯,ướ â   độ đì ầ
後蒼梧太守吳巨與恭相失舉兵逐之恭走還零陵,ậ ươ ô á ú ô ự ữ  ươ ấ ử  ụ   ẩ à  ă
庚寅二十四年漢建安十五年, ầ ị ậ ứ ê á ế  ậ ũ ê
吳王孫權遣步隲爲交州刺史,ô ươ ô ề ể ộ ấ   â ứ ử
隲到王率兄弟奉承節度,ấ đá ươ ấ  đệ ụ ừ ế độ
吳王加王左將軍,ô ươ  ươ ả ướ â
後王遣子𢌃魚錦反入質於吳吳王以爲武昌太守,ậ ươ ể ử ẩ ư ẩ ê ậ ấ ư ô ô ươ ĩ  ũ ươ á ú
王諸子在南者皆拜中郎將,ươ ư ử ạ  ả  á   ướ
王又誘導益州豪姓雍闓可亥反等率郡民人使遙東附吳,ươ ự ụ đạ í â à í  ả ả ợ ê đẳ ấ ậ â â ử  đô ụ ô
吳王益嘉之遷衛將軍封龍編侯,ô ươ í   ê ệ ướ â   ê ầ
王每遣使請吳𦤶雜香細葛輙以千數,ươ ỗ ể ứ ỉ ô í ạ ươ ế á ế ĩ ê ổ
明珠大貝琉璃翠羽瑇瑁犀象之珍奇, â đạ ố ư  ý ũ đạ ồ ê ượ  â ì
及異果蕉椰龍眼之属無歲不至又貢馬凣數百匹,ậ ị ả ê   ã  ộ ô ế ấ í ự ố ã à ổ á ấ
吳王作書後加寵賜以慰答之,ô ươ á ư ậ  ủ ứ ĩ ý đá 
黎文休曰士王能有寬厚謙下士得人親愛而致一時之貴盛,ê ă ư ế ĩ ươ ă ữ  ậ ê ư ạ ĩ đắ â â á  í ấ ờ  ý ị
又能明義識時雖才勇不及趙武帝而屈節事大以保全疆土可謂智矣,ự ă  ĩ ứ ờ  à ũ ấ ậ ệ ũ đế  ấ ế ự đạ ĩ ả à ươ ổ ả ị í ĩ
惜其嗣子弗克負荷先業使越土宇既皆全盛而復分裂悲夫丙午四十年漢後主禪建興四年吳孫權黄武五年,í ì ự ử ấ ắ ụ à ê ệ ử ệ ổ ũ ý  à ị  ụ â ệ   í ọ ứ ậ ê á ậ ú ề ế ư ứ ê ô ô ề à ũ ũ ê
王薨,ươ ă
初王嘗病死三日僊人董奉與藥一丸以水含服捧其頭摇,ơ ươ ườ ệ ử  ậ ê â đổ ụ ữ ượ ấ à ĩ ỷ à ụ ổ ì đầ 
捎之少頃即開目動手顔色漸平復明日旋能起坐四日復能誤遂復常,  ể ả ứ  ụ độ ủ  ắ ề ì ụ  ậ à ă ở ạ ứ ậ ụ ă ộ ạ ụ ườ
奉字昌異侯官人見列仙傳候官縣名在福州,ụ ự ươ ị ầ  â ế ệ ê ệ ầ  ệ  ạ ú â
史臣吳士連曰我國通詩書習禮樂爲文献之󰘊自士王始其功德𡸈特施於當時而有以遠及於後代𡸈不盛矣哉子之不肖乃子之罪爾,ử ầ ô ĩ ê ế ã ố ô  ư ậ ễ ạ  ă ế   ự ĩ ươ ỷ ì ô đứ ở đặ í ư đươ ờ  ữ ĩ ễ ậ ư ậ đạ ở ấ ị ĩ  ử  ấ ế ã ử  ộ ĩ
世傳王既塟之後至晋末凣百六十餘年林邑人入寇掘發王塚見其體靣如生大惧乃復封瘗土人以爲神立廟事之號士王僊,ế ề ươ ý á  ậ í ấ ạ à á ụ ậ ư ê â ấ â ậ ấ ậ á ươ ủ ế ì ể ệ ư  đạ ụ ã ụ  ế ổ â ĩ  ầ ậ ế ự  ệ ĩ ươ ê
盖其英氣不朽所以能爲神也,á ì  í ấ ủ ở ĩ ă  ầ ã
神祠在舊城龍編,ầ ừ ạ ự à  ê
右士王起丁卯終丙午凡四十年,ữ ĩ ươ ở đ ã  í ọ à ứ ậ ê
大越史記外紀全書卷之三終,đạ ệ ử ý ạ ỷ à ư ể   
大越史記外紀全書卷之四,đạ ệ ử ý ạ ỷ à ư ể  ứ
属吳晋宋齊梁紀,ộ ô ấ ố ề ươ ỷ
丁未漢建興五年吳黄武六年,đ ù á ế ư ũ ê ô à ũ ụ ê
吳主聞士王薨以交州懸遠乃分合浦以北属廣州吕岱爲刺史合浦以南属交州戴良爲刺史,ô ủ ă ĩ ươ ă ĩ  â ề ễ ã â ợ ố ĩ ắ ộ ả â ữ đạ  ứ ử ợ ố ĩ  ộ  â đá ươ  ứ ử
又遣陳時大王爲太守,ự ể ầ ì đạ ươ  á ú
岱留南海,đạ ư  ả
良與時俱前行,ươ ữ ì ụ ề à
到合浦而王子徽以自署為太守發宗兵拒之,đá ợ ố  ươ ử  ĩ ự ự  á ú á ô  ự 
漢未宗室相亂南人率宗室相聚爲兵以自衛故名宗兵,á ị ô ấ ươ ạ  â ấ ô ấ ươ ụ   ĩ ự ệ ố  ô 
良留合浦,ươ ư ợ ố
王吏桓鄰叩頭諫徽迎良徽怒笞殺鄰,ươ ạ à â ấ đầ á  ê ươ  ộ  á â
史臣吳士連曰自古殺諫臣未有不亡者,ử ầ ô ĩ ê ế ự ổ á á ầ ị ữ ấ  ả
陳殺,ầ á
洩冶齊殺孤喧陳齊事可鑒也以此垂戒,ế ã ề á ô ê ầ ề ự ả á ã ĩ ử ỳ ớ
猶有殺諫臣如士徽者繼統不旋踵而死亡宜哉, ữ á á ầ ư ĩ  ả ế ố ấ à ủ  ử   
鄰兄子治發合宗兵擊徽,â  ử ị á ợ ô  í 
徽閉城門自守, ế à ô ự ủ
治等攻之數月不能下乃和親各罷兵,ị đẳ ô  ổ ệ ấ ă ạ ã à â á ã 
而吕岱奉吳詔誅徽自廣州將兵畫夜馳入合浦與良俱前誘士王之子中郎將匡與徽説令伏罪雖失郡守保無他憂, ữ đạ ụ ô ế   ự ả â ướ  ạ ạ ì ậ ợ ố ữ ươ ụ ề ụ ĩ ươ  ử   ướ ô ữ  ế ệ ụ ộ  ấ ậ ú ả ô  ư
岱尋匡後至,đạ ầ ô ậ í
徽兄祗弟幹頌等六人内袒迎岱,   đệ á ụ đẳ ụ â ộ đả ê đạ
岱微服前至郡下,đạ  ụ ề í ậ ạ
明早施帳幔請徽兄弟以次入, ả í ướ ạ ỉ   đệ ĩ ứ ậ
賓客满座岱起擁節讀詔數徽罪過左右因反,â á ã à đạ ở ủ ế độ ế ổ  ộ á ả ữ â ả
縛以出皆斬之傳首武昌,ọ ĩ ấ  ả  ề ủ ũ ươ
史臣吳士連曰士徽父薨不請命自立又發兵拒命義固當討然,ử ầ ô ĩ ê ế ĩ  ụ ă ấ ỉ ệ ự ậ ự á  ự ệ ĩ ố đươ ả ê
吕岱誘之史降而殺之非也,ữ đạ ụ  ử à  á   ã
夫信者國之寶也,ù í ả ố  ả ã
徽既降縛送武昌使生殺出於上威信行乎下不亦善乎孫盛曰柔遠能邇莫善於信, ý à ọ ố ũ ươ ử  á ấ ư ượ  í à ồ ạ ấ ệ ệ ồ ô ị ế  ễ ă ĩ ạ ệ ư í
吕岱殺降邀功君子非之以是知吕氏之不延也信哉,ữ đạ á à ê ô â ử   ĩ ị  ữ ị  ấ ê ã í 
一鮪匡後出吳主原其罪及王贅子𢌃皆免爲庶人,ấ ị ô ậ ấ ô ủ ê ì ộ ậ ươ ế ử ẩ  ễ  ứ â
數一鮪坐法誅唯匡先病殁,ổ ế ấ ị ạ á   ô ê ệ ộ
及𢌃卒徽大,ậ ẩ ố  đạ
將甘醴及桓治率吏民共攻岱岱擊破之,ướ  ễ ậ à ị ấ ạ â ộ ô đạ đạ í á 
於是除廣州復爲交州如故,ư ị ừ ả â ụ   â ư ố
岱進攻九真斬獲以萬數,đạ ế ô ử â ả ạ ĩ ạ ổ
辛亥漢建興九年吳黄武三年,â ợ á ế ư ử ê ô à ũ  ê
吳武陵五溪蠻反,ô ũ ă ũ ê  ả
主以南土清定召刺史吕岱還,ô ủ ĩ  ổ  đị ệ ứ ử ữ đạ à
合浦太守薜綜上疏曰昔帝舜南巡崩於蒼梧秦置桂林南海象郡則四國内属久矣,ợ ố á ú ế ố ượ ớ ế í đế ấ  ầ ă ư ươ ô ầ í ế â  ả ượ ậ ắ ứ ố ộ ộ ử ĩ
趙佗起於番禺懷服百越之君珠崖之南是也,ệ đà ở ư ê  à ụ á ệ  â â    ị ã
孝武誅吕嘉開九郡設交趾刺史徙中國罪人雜居其閒稍使學書粗通禮化,ế ũ  ữ   ử ậ ế  ỉ ứ ử ỉ  ố ộ â ạ ư ì à  ử ọ ư ô ô ễ á
及昔光守交趾任延守九真建立學號道以禮義,ậ í  ú  ỉ â ê ú ử â ế ậ ọ ệ đạ ĩ ễ ĩ
由此而降四百, ử  á ứ á
餘年民似有類,ư ê â ự ữ ạ
然土廣人眾险阻山林易以爲乱,ê ổ ả â ú ể ở ơ â ị ĩ  ạ
臣所見南海黄盖爲日南太守下車以供設不備撾殺主簿仍見驅逐,ầ ở ế  ả à á  ậ  á ú ạ  ĩ  ế ấ ị  á ủ ạ ư ế  ụ
九真太守詹萌爲妻父周京并請大吏,ử â á ú đ  ị ê ụ   ị ỉ đạ ạ
酒酣作樂功曹潘歆起舞属京不起歆欲迫強萌怒殺歆,ử à á ạ ô à  â ở ũ ú  ấ ở â ụ á ưỡ  ộ á â
歆弟率眾攻萌,â đệ ấ ú ô 
故交趾太守士燮遣兵討之不克,ố  ỉ á ú ĩ ế ể  ả  ấ ắ
會刺史朱符多以鄕人󰔄褒劉彦之徒分作長吏侵漁百姓黄魚一尾牧稻一斛,ộ ứ ử  ù đ ĩ ươ â   ư ạ  đồ â á ưở ạ â ư á í à ư ấ ĩ ụ đạ ấ ộ
百姓怨判出攻州郡符走入海,á í á á ấ ô â ậ ù ẩ ậ ả
步隲以次鉏治紀綱適定,ộ ấ ĩ ứ ừ ị ỷ ươ í đị
後吕岱平士徽亂改置長吏章明王綱威,ậ ữ đạ ì ĩ  ạ ả í ưở ạ ươ  ươ ươ 
加萬里大小承風, ạ í đạ ể ừ 
由此觀之綏邊撫裔實在其人, ử    ê ủ ệ ự ạ ì â
伯牧之任宜擇清流,á ụ  ệ  ạ  ư
荒服之外禍福尤甚, ụ  ạ ạ ú ư ậ
今交州雖云粗定尙有高凉宿賊其南海蒼梧鬱林珠崖四郡未綏聚作寇盗,  â  â ô đị ượ ữ  ươ ú ặ ì  ả ươ ô ấ â â  ứ ậ ị  ụ á ấ đạ
若岱不復南新刺史宜擇精密方畧智計之人以撫按之庶可補緼,ượ đạ ấ ụ  â ứ ử  ạ  ậ ươ ượ í ế  â ĩ ủ á  ứ ả ổ ẩ
但中人近守常法無奇數異術則郡惡日滋,đã  â ậ ủ ườ é ô ì ố ị ậ ắ ậ á ậ ư
吳王拜岱鎮南將軍進封番禺侯一云封魏郡陵厲公,ô ươ á đạ ấ  ướ â ế  ê  ầ ấ â  ỵ ậ ă ệ ô
戊辰漢延熹十一年,ậ ì á ê  ậ ấ ê
吳永安元年,ô ĩ  ê ê
九真復攻陷城邑州郡騷動,ử â ụ ô ã à ấ â ậ  độ
吳主以衡陽督軍都尉陵胤一云陵商爲刺使兼校尉,ô ủ ĩ à ươ đố â đô ý ă ậ ấ â ă ươ  ứ ử ê ệ ý
胤入境諭以恩信降者三萬餘家州境復清,ậ ậ ả ụ ĩ â í à ả  ạ ư  â ả ụ 
後九真郡女趙嫗嫗乳長三尺施於背後常乘象頭與敵交戰,ậ ử â ậ ữ ệ ẩ ẩ ũ ườ  í í ư ố ậ ườ ừ ượ đầ ữ đị  ế
聚眾攻掠郡縣,ụ ú ô ượ ậ ệ
胤平之,ậ ì 
交趾志九真山中有趙妹女子乳長三尺不嫁結黨剽掠郡縣常著金褐齒屣據象頭鬪戰死面爲神, ỉ í ử â ơ  ữ ệ ộ ữ ử ũ ườ  í ấ á ế đả ê ượ ậ ệ ườ ướ  ạ ỉ ỉ ứ ượ đầ đấ ế ử ệ  ầ
癸未漢炎興元年吳永安十六年,ý ù á ê ư ê ê ô ĩ  ậ ụ ê
春三月初吳以孫諝爲交州太守諝貪暴爲百姓患,â  ệ ơ ô ĩ ô ư   â á ú ư  ạ  á í ạ
至是吳主遣鄧詢至郡,í ị ô ủ ể đặ â í ậ
詢又擅調孔雀三十隻送建業,â ự ệ đề ổ ướ  ậ í ố ế ệ
民憚遠役因謀作亂,â đạ ễ ị â ư á ạ
夏四月郡吏吕興殺諝及詢而請太守及兵於晋,ạ ứ ệ ậ ạ ữ ư á ư ậ â  ỉ á ú ậ  ư ấ
按綱目云請吏於魏明年魏禪位干晋則魏亦晋也,á ươ ụ â ỉ ạ ư ỵ  ê ỵ ề ị  ấ ắ ỵ ệ ấ ã
